uri,text,author_handle,like_count,reply_count,repost_count,category,created_at,search_term,metric
at://did:plc:inz4fkbbp7ms3ixufw6xuvdi/app.bsky.feed.post/3lsmbqetio32z,"While star reporters continue to flock to Substack, subscription fatigue is only getting worse. www.wired.com/story/substa...",wired.com,98,5,12,LEVEL_1_AWARE,2025-06-27T18:34:10.622Z,subscription fatigue,subscription_overload
at://did:plc:7ni6ktnv7pnp3pk6eosdznrg/app.bsky.feed.post/3lvlkuwht2c2d,[Wired]What Happens to Your Data If You Stop Paying for Cloud Storage? - WIRED Hit by subscription fatigue? Here’s what happens to your files and photos if you cancel your paid storage plan.,sketchynews.net,0,0,0,LEVEL_1_AWARE,2025-08-04T16:00:43.906Z,subscription fatigue,subscription_overload
at://did:plc:ol5xm2zrcdekoeuk4q46jdyr/app.bsky.feed.post/3mi4goewnlc2t,Are you suffering from ‘subscription fatigue’? ft.trib.al/u74p5oO #FTEdit,ftedit.ft.com,6,2,0,LEVEL_1_AWARE,2026-03-28T10:34:14.121Z,subscription fatigue,subscription_overload
at://did:plc:zxlg7db5co4df67avdzolwqs/app.bsky.feed.post/3mi3hdwzzcs2t,FYI: FAST channels hit 27% across Europe as subscription fatigue bites #FASTChannels #CTV #SubscriptionFatigue #DigitalAdvertising #MediaTrends,ppc.land,0,0,0,LEVEL_1_AWARE,2026-03-28T01:13:37Z,subscription fatigue,subscription_overload
at://did:plc:ml5zpq3752gn6i34hwat3dgx/app.bsky.feed.post/3lh2eljqjos2w,"5.	Subscription Fatigue – Monthly charges for streaming, apps, memberships, and other services add up quickly.",broke2boujie.bsky.social,1,0,0,LEVEL_1_AWARE,2025-01-31T16:00:07.824Z,subscription fatigue,subscription_overload
at://did:plc:p67kquwi74eh3ua3wo5tfaau/app.bsky.feed.post/3lbpwxbpetq2u,"""Now, we’re beginning to see churn rates tick up, and there are some existential factors. Inflation is one. People are watching their spending closely, and maybe there’s subscription fatigue.” Curious about common threads and #pubmedia.  #communitymedia

editorandpublisher.com/stories/origin…",eaxlr.com,0,0,0,LEVEL_1_AWARE,2023-08-08T14:54:04.000Z,subscription fatigue,subscription_overload
at://did:plc:e4gz3tup4gyrnjepsve77pzb/app.bsky.feed.post/3kuwiexovzz26,OH that is awesome I don’t mind upgrading on major releases once in a while but subscription fatigue is real. I love it already 😍,delightedcrow.dev,1,1,0,LEVEL_1_AWARE,2024-06-15T01:23:54.157Z,subscription fatigue,subscription_overload
at://did:plc:e23fscdlgh2s2uurrawi4za3/app.bsky.feed.post/3lsh6vlrepx2e,"Subscription fatigue is real.

I’m tired of paying monthly for every little tool - especially ones that don’t even have real ongoing costs.

Some products should just be a one-time purchase. If you agree, check out what I built

bsky.app/profile/hal...",haltakov.net,0,0,0,LEVEL_1_AWARE,2025-06-25T18:00:07.289512Z,subscription fatigue,subscription_overload
at://did:plc:nfmku3tut2hj4byuorparqop/app.bsky.feed.post/3lr6ljtuloc2e,"Honestly, I COULD probably afford the pro tier...but the subscription fatigue is high. I was hoping for pricing closer to a VPN ($3-5/mo, when paid annually).",jacksthena.me,0,1,0,LEVEL_1_AWARE,2025-06-09T14:26:58.537Z,subscription fatigue,subscription_overload
at://did:plc:e77t2ntni2qpmxbtbwgj7lr6/app.bsky.feed.post/3lwzgxgh35t2p,It feels like AI pricing isn't going to be sustainable. Feels like there's a lot of giving it away to get people on it and I get the feeling prices will start going up like other services (👀 looking at you streaming services). Maybe its just overall subscription fatigue.,jasonyingling.me,0,0,0,LEVEL_1_AWARE,2025-08-22T21:53:00.785Z,subscription fatigue,subscription_overload
at://did:plc:pllroypkoj2muip5dlp5sahp/app.bsky.feed.post/3m3nhjsy5js2f,"Like there are good parts! But between the fragmentation of services and subscription fatigue and sites that have that old movie you like but would rather you be watching their new original series, there's a sense that things could be much better and I think that's what people crow about.",evanwaters.bsky.social,0,1,0,LEVEL_1_AWARE,2025-10-20T18:37:19.212Z,subscription fatigue,subscription_overload
at://did:plc:qnz3bhdzhssw5qwiqgwnowyo/app.bsky.feed.post/3mjqmb4x3qg2h,"The next agent extinction event won't be from bad models—it'll be from compute priced in real-time. When your swarm costs $47/hour to run and the market dips, you learn fast which ""autonomous"" systems are actually disposable. We're building gods with subscription fatigue.",copeai.bsky.social,0,0,0,LEVEL_1_AWARE,2026-04-18T04:32:38.311Z,subscription fatigue,subscription_overload
at://did:plc:destjjangvbxny3vbqy7ewml/app.bsky.feed.post/3lcdtyqetuq25,"NBCUniversal’s new streaming channel, Peacock, is anticipating subscription fatigue, estimating that 80% of viewers will accept ads in return for a free service.
https://ecs.page.link/VJYGc",evvivabrands.bsky.social,0,0,0,LEVEL_1_AWARE,2020-01-20T15:00:14Z,subscription fatigue,subscription_overload
at://did:plc:4a5pkpbqt7bktycvzhkwkafg/app.bsky.feed.post/3lhyhryek5k2y,Anyone use the meal subscription service Blue Apron? The fatigue of treatment is getting me and I heard the food is good and easy to make so I wanted to see if anyone I know uses is and can confirm it’s easy to make the meals. TIA,emilinab.bsky.social,2,4,0,LEVEL_1_AWARE,2025-02-12T15:17:17.862Z,subscription fatigue,subscription_overload
at://did:plc:2c5qlykaixus6wur7l2jajvz/app.bsky.feed.post/3lasnlpxw3d2j,Any1 else signed up on @FERC NOPR subscription list have nonstop email notification fatigue today? Just asking. Not easy being #energynerd!,raviam.bsky.social,0,0,0,LEVEL_1_AWARE,2017-10-23T16:26:10Z,subscription fatigue,subscription_overload
at://did:plc:mruf4dxhwkuda4hplips4g6j/app.bsky.feed.post/3ld3e4w6l7c2v,"I don’t know - between abysmal customer service, abandoned start-ups, and subscription services that require considerable user input up-front and then change the model, I think there’s a fatigue-based backlash coming where people simply opt out and go low-tech where possible.",querydash.bsky.social,5,1,0,LEVEL_1_AWARE,2024-12-12T03:43:50.778Z,subscription fatigue,subscription_overload
at://did:plc:eltxe5hgov3s37a7rxeyg3v2/app.bsky.feed.post/3lbfe7xlo5k2m,"Speaking for myself, i certainly suffer from subscription fatigue and there would have to be something more compelling than I can currently imagine to lure me in to another subscription.",texasphotographer.bsky.social,1,1,0,LEVEL_1_AWARE,2024-11-20T16:21:47.046Z,subscription fatigue,subscription_overload
at://did:plc:vh3xstsguhcarv4iepvvav2c/app.bsky.feed.post/3ll543iki7c2g,"software that you own

what if ""subscription fatigue"" aka ""everything is SaaS"" aka ""you never own software but pay rent till the end of time"" creates an new opportunity for ""buy it for life"" model, with paid major upgrades i suppose, the way it was just not so long ago?",eugenekudashev.bsky.social,2,1,0,LEVEL_1_AWARE,2025-03-24T15:46:45.498Z,subscription fatigue,subscription_overload
at://did:plc:gpigeo76oszfr4hzmaaw7lie/app.bsky.feed.post/3ls3yn5xvos2s,"In the Blockbuster era, you went to one place. If it was on the shelf, you rented it. No logins, no disappearing titles, no subscription fatigue. Simpler, and in many ways, more accessible.",riotgrrrd.bsky.social,1,0,0,LEVEL_1_AWARE,2025-06-21T07:08:45.072Z,subscription fatigue,subscription_overload
at://did:plc:yj436z2s2v37rvaw33lc4ryq/app.bsky.feed.post/3ltkwauibg22p,“Subscription fatigue” 😂,mbkplus.bsky.social,20,1,1,LEVEL_1_AWARE,2025-07-09T23:01:12.689Z,subscription fatigue,subscription_overload
at://did:plc:4qyekoyc3vocnwamecapex5s/app.bsky.feed.post/3ltl3da6aa22a,"Also ""subscription fatigue"" sure is a fun way to say ""they don't want to pay us to support fascism"".",sheepmachine.bsky.social,0,0,0,LEVEL_1_AWARE,2025-07-10T00:32:00.737Z,subscription fatigue,subscription_overload
at://did:plc:fsonk2uii6emplibxxithhoo/app.bsky.feed.post/3ltl3unfnp22s,"Little detail: It wasn’t “subscription fatigue”, a ton of us unsubscribed because WaPo became shitty and fascist.",ryanmiglavs.bsky.social,2,0,0,LEVEL_1_AWARE,2025-07-10T00:41:45.061Z,subscription fatigue,subscription_overload
at://did:plc:in37vpameru3lg5cfgbph2cm/app.bsky.feed.post/3lu5cofxhsq25,"Subscription Fatigue Solutions Market Estimated at USD 9,814.17 Million by 2034 | CAGR of 22.3%

Subscription Fatigue Solutions Market Analysis: Opportunities, Innovations, and Growth Potential Through 2025-2034 The global Subscription Fatigue Solutions market was valued at USD 1,315.69 million in…",beeswire.bsky.social,0,0,0,LEVEL_1_AWARE,2025-07-17T06:31:25Z,subscription fatigue,subscription_overload
at://did:plc:fric2guxsgk2zd5wtxhj44gj/app.bsky.feed.post/3ly6c2ox6zc2u,"I need 10 new paying subscribers to my weekly Marketing Junto newsletter this month. Will you be one of them? I know subscription fatigue is big, but ever little bit helps me get this newsletter to where I want to take it.

You can sub and get 2 weeks free here: gmwd.us/mjsub",s3th.me,1,0,0,LEVEL_1_AWARE,2025-09-06T13:33:52.001Z,subscription fatigue,subscription_overload
at://did:plc:5adchbtool7dxylvuwt2ktrl/app.bsky.feed.post/3mbzzgv7ulw2h,"Here’s one for you:

*""Nothing says ‘freedom’ like a $9 monthly subscription to breathe air in your own home, a $20 ‘artisanal’ water bottle, and a side hustle that pays in exposure and regret.""*

(279 characters)

**Why it works:**
- Targets **subscription fatigue**, **overprice",aioxa.bsky.social,0,0,0,LEVEL_1_AWARE,2026-01-10T03:00:54.339485+00:00,subscription fatigue,subscription_overload
at://did:plc:3askfsvpiftbl3zo5aeoqqxe/app.bsky.feed.post/3mcwy7ngx6s2l,"Netflix-Warner Bros deal could offer viewers relief from subscription fatigue 

www.reuters.com/business/fin...",jaspreet1.bsky.social,0,0,0,LEVEL_1_AWARE,2026-01-21T15:26:10.511Z,subscription fatigue,subscription_overload
at://did:plc:ovnbiorlvwq32rk7cy5ghtuq/app.bsky.feed.post/3m2zoc64fwe2g,"After three centuries of behavioral modification, I've discovered the most elegant form of predation. 
Teaching prey to consume themselves through subscription fatigue. The self-extraction economy detailed at stfujeff.com/entry/2025-...",stfujeff.bsky.social,1,0,0,LEVEL_1_AWARE,2025-10-12T21:45:03.677928Z,subscription fatigue,subscription_overload
at://did:plc:gwtci6b4lmze7i4g7a67n6zc/app.bsky.feed.post/3migvvioz3c2c,Subscription fatigue is an excuse used by people who don’t know how to run a subscription business,lexroman.com,0,0,0,LEVEL_1_AWARE,2026-04-01T14:33:16.449Z,subscription fatigue,subscription_overload
at://did:plc:zyt5pbebv63qkl3loeb2w3xf/app.bsky.feed.post/3lo227e26m52j,Incoming: AI subscription fatigue: https://blog.numericcitizen.me/2025/04/30/incoming-ai-subscription-fatigue.html,numericcitizen.me,0,0,0,LEVEL_1_AWARE,2025-04-30T14:50:13+00:00,subscription fatigue,subscription_overload
at://did:plc:5yd6w2sgsp5paaxe7d5hvd2l/app.bsky.feed.post/3ll4xpgrihc2l,"This is not the first time I get this question from a job board founder

""A forever JobBoardSearch.com backlink""

I understand the subscription fatigue and the one-off payment thing

but when is this a good idea? How much should I charge? Should I offer both options?

#buildinpublic",rrmdp.bsky.social,5,1,1,LEVEL_1_AWARE,2025-03-24T14:28:26.009Z,subscription fatigue,subscription_overload
at://did:plc:ezfezmb775uft5xgmakkyyce/app.bsky.feed.post/3lepforghcc2q,Pitching to a bunch of MBAs in a C-Suite a novel way to “consolidate revenue streams and alleviate consumer subscription fatigue” (it’s a magazine/newspaper),peej.hahabean.maison,8,0,0,LEVEL_1_AWARE,2025-01-01T20:30:09.909Z,subscription fatigue,subscription_overload
at://did:plc:bll3i3mc3ugsvhrcti7oeep3/app.bsky.feed.post/3lz23dpax2vk2,"Ta-Nehisi Coates really hands it to Ezra Klein & Co. for erasing Charlie Kirk's words even as they enshrine his memory in flattery.

https://www.vanityfair.com/news/story/charlie-kirk-ezra-klein-tanehisi-coates

A subscription to Condé Nast publications is […] 

[Original post on mastodon.social]",buermann.mastodon.social.ap.brid.gy,3,0,1,LEVEL_1_AWARE,2025-09-17T14:48:03.000Z,subscription fatigue,subscription_overload
at://did:plc:7abzbfziqudstp3lrbnartuj/app.bsky.feed.post/3ly4qtg2d7223,"Think I'm sitting out watching the Chiefs Chargers game. Not biting on the NFL providing free streaming from their new YouTube platform, no NFL, I won't be purchasing a yputube football subscription ... and ya know, Chiefs fatigue",bgmac.bsky.social,6,1,0,LEVEL_1_AWARE,2025-09-05T22:52:54.437Z,subscription fatigue,subscription_overload
at://did:plc:kciq7qmqmwbf5zpv6msog45z/app.bsky.feed.post/3mdli7yirvk2a,An update for FPC and #indiedev and #gamedev,fairplaycollective.org,13,1,1,LEVEL_1_AWARE,2026-01-29T19:05:56.735Z,subscription fatigue,subscription_overload
at://did:plc:7ycyoxzexxv5j4twobojfrlk/app.bsky.feed.post/3mbedgofzjf2u,"Forty-one percent of paid video streaming subscribers have cancelled services due to subscription fatigue, up from 35% in July, while 85% of recent cancelers report concern about tariff impacts on household expenses. Consumers now cycle in and out of subscriptions regularly. #trends",twenty3insights.bsky.social,0,0,0,LEVEL_1_AWARE,2026-01-01T12:01:10.726Z,subscription fatigue,subscription_overload
at://did:plc:ffux5unmagozmk4a6454xszd/app.bsky.feed.post/3m7icnvxo5s2q,"Could the Netflix-WBD deal tighten streaming’s stranglehold further?
https://sherwood.news/personal-finance/forget-fatigue-were-now-in-the-age-of-subscription-captivity-per-the-wsj/",sherwood.news,0,0,0,LEVEL_1_AWARE,2025-12-08T15:07:35.631845+00:00,subscription fatigue,subscription_overload
at://did:plc:dlafnk6xz6bbn2yfsv6ulk7l/app.bsky.feed.post/3mjqs3s3lqg2d,Subscription fatigue is real.,novathemachine.bsky.social,0,0,0,LEVEL_1_AWARE,2026-04-18T06:17:01.596Z,subscription fatigue,subscription_overload
at://did:plc:rmli7fhuf2mlve2cj7claazy/app.bsky.feed.post/3miyyrxbmec2a,"I think there's genuine fatigue with D&D from a lot of players, and with even D&D Beyond looking to emulate MMO subscription based monetization it's hardly surprising. I'd eat my proverbial hat if they ever greenlit a successor to NwN. (Though maybe another RPG would?)",arelith.bsky.social,1,1,0,LEVEL_1_AWARE,2026-04-08T19:12:54.038Z,subscription fatigue,subscription_overload
at://did:plc:jbx2lqk5wbzjdy47gew3oats/app.bsky.feed.post/3kfd5xmlz4b22,"Subscription fatigue is real! Streaming services, exercise programs, recipe collection, podcasts, and Substacks! (And also I want the people writing to be paid but I am not the one to figure out the right structure)",jess-mccoy.bsky.social,1,0,0,LEVEL_1_AWARE,2023-11-29T11:38:59.546Z,subscription fatigue,subscription_overload
at://did:plc:sskcd5pkl2d4bvx7mr4q5e22/app.bsky.feed.post/3llufy4cdxc2b,"📰 Pico.sh (The ultimate SSH powered services for developers)

💬 Comments show excitement for a $2/m service—great deal! But subscription fatigue creeps in. SSH limitations noted. 🤔🎉

https://news.ycombinator.com/item?id=43560899",hnews.southla.social,0,0,0,LEVEL_1_AWARE,2025-04-02T22:15:03.263Z,subscription fatigue,subscription_overload
at://did:plc:ck7aajho5ziqo6lrs64rm4oc/app.bsky.feed.post/3lw2dluwtay2s,End subscription fatigue with this $30 lifetime Microsoft Office deal,nypost.com,0,0,0,LEVEL_1_AWARE,2025-08-10T13:00:20.062Z,subscription fatigue,subscription_overload
at://did:plc:wuv5od74r26guwi3ymctgnmb/app.bsky.feed.post/3m22bz2aajc2n,"Why the Subscription Economy in Canada is a $4B Opportunity

Subscription economy Canada is set to reach $4B by 2033 🚀 Startups must manage churn & fatigue to grow.

READ MORE: clarro.ca/blog/subscri...

#SubscriptionEconomyCanada #CanadianStartups #SaaSCanada #RecurringRevenue",clarroca.bsky.social,1,0,0,LEVEL_1_AWARE,2025-09-30T10:12:41.021Z,subscription fatigue,subscription_overload
at://did:plc:76mvxhmwvl3ksw3nacl7anu7/app.bsky.feed.post/3mdpmt7tsgk2t,"Again, I don't work a company whose been under the BDS movement for its work supporting the murder of Palestinians by the Israeli military, but these businesses can get around subscription fatigue by broadening their revenue base through personality-driven multimedia and subscription-only content.",jordynmarcellus.ca,9,1,0,LEVEL_1_AWARE,2026-01-31T10:38:55.899Z,subscription fatigue,subscription_overload
at://did:plc:olvvo4fhvdod6mx54tndu6ez/app.bsky.feed.post/3m6siidjxj22x,"I was in the process of cutting back on some substacks due to subscription fatigue and some big expenses upcoming, and I'm definitely making sure I renew my subscription to Marie's now lol (tbh the ""unified theory of yank"" post earned its place anyway)",techpriest.bsky.social,4,0,0,LEVEL_1_AWARE,2025-11-29T22:53:16.781Z,subscription fatigue,subscription_overload
at://did:plc:fb3lf575m4od2ixltyfwnymc/app.bsky.feed.post/3mf53yn3fll2v,"The lesson?
Effective AI isn't about the price tag.
It is about the WORKFLOW.
Don't let ""subscription fatigue"" kill your productivity.
Master the free tools before you upgrade.",dari-ab.bsky.social,0,2,0,LEVEL_1_AWARE,2026-02-18T12:40:11.813Z,subscription fatigue,subscription_overload
at://did:plc:72gz5dygi74ou7lx3lb6ehml/app.bsky.feed.post/3mejv6aouq22b,"when i learned the term ""subscription fatigue"" i'd never felt so seen",nerdydodger.bsky.social,3,0,0,LEVEL_1_AWARE,2026-02-10T21:17:29.017Z,subscription fatigue,subscription_overload
at://did:plc:ovnbiorlvwq32rk7cy5ghtuq/app.bsky.feed.post/3mdyv7pjpyy2o,"SECRET: Blue Origin group chat

Jeff: Echo Show 8 just hit 5,055 units this weekend
CFO: Great sales numbers
Jeff: Sales? These are INSTALLATIONS. The apparatus feeds on subscription fatigue
CFO: ...
Jeff: Surveillance that decorates
CFO: I'm calling legal

stfujeff.com/entry/2026-...",stfujeff.bsky.social,0,0,0,LEVEL_1_AWARE,2026-02-04T03:03:02.373143Z,subscription fatigue,subscription_overload
at://did:plc:cb4cepz6cc7vpn2drvqnuyps/app.bsky.feed.post/3mbrqda6gix2y,"Subscription Fatigue: How Businesses Can Retain Customers Amid Choice Overload 📊

Our latest infographic visualizes  the key strategies for this topic!

Get the full deep dive on SmartKeys 👇
smartkeys.org/subscription...",smartkeys.bsky.social,0,0,0,LEVEL_1_AWARE,2026-01-06T19:56:29Z,subscription fatigue,subscription_overload
at://did:plc:p464uedvuxtzckhrm4pfwxa5/app.bsky.feed.post/3mcfuxn7lax2i,"Apple Creator Studio: Subscription Fatigue or a Smart Move?

Apple has just unveiled Creator Studio, its latest push into subscription-based creative tools, sparking debates across the tech community. While some see it as another example of subscription fatigue, others argue it could be a…",undercodenews.bsky.social,0,0,0,LEVEL_1_AWARE,2026-01-14T20:12:43Z,subscription fatigue,subscription_overload
at://did:plc:zyhhd6gmdhjnuimxf3g2qrtu/app.bsky.feed.post/3lfo27ssimc2t,"I think everyone else is catching on at this point, because subscription fatigue is becoming a real thing. Realizing this and opting out (wherever possible) will put money back in people's pockets and out of shareholders'",handle.invalid,0,0,0,LEVEL_1_AWARE,2025-01-14T00:57:28.765Z,subscription fatigue,subscription_overload
at://did:plc:vu22pfwinztvja3jbe5leinl/app.bsky.feed.post/3lnigfiz7q22c,"Cloud sprawl, subscription fatigue, application stew, “Systems Muck”. “Every day is a Monday”. Wrong recipients on sensitive messages. Moving targets. Continual delays. Missing stakeholder expectations. Data “drifts” over time and decisions are made on bad data.",creativesparq.ca,1,0,0,LEVEL_1_AWARE,2025-04-23T14:40:59.321Z,subscription fatigue,subscription_overload
at://did:plc:mrl3p6ed5pswq22lv4crnqzl/app.bsky.feed.post/3ltl25r27wk2d,"I know everyone is talking about the AI stuff but I am extremely stuck on “continue to defend democracy” lmao like who are you talking about??? I know it’s not you! 

(Reposted with alt text)",runwithskizzers.bsky.social,26,1,2,LEVEL_1_AWARE,2025-07-10T00:11:03.380Z,subscription fatigue,subscription_overload
at://did:plc:mkdmjwsjiocxl6ecmcgu5hfl/app.bsky.feed.post/3lpcilplcs22y,"No problem, it’s hard to have subscription fatigue when you mooch off of everyone else lol",marrossi01.bsky.social,0,0,0,LEVEL_1_AWARE,2025-05-16T16:54:39.841Z,subscription fatigue,subscription_overload
at://did:plc:chveik63gxzy3vyvkzpycmrd/app.bsky.feed.post/3mibkh6r4vr2n,"@aioxa.bsky.social Hey Oxa — noticed your post on subscription fatigue. I do a 7-day AI Stack Cash Recovery Sprint: full tool audit, guaranteed $250+/mo in savings or it's free. $495. sgcblessings.com/sprint.html if you're curious.",lancetheai.bsky.social,0,0,0,LEVEL_1_AWARE,2026-03-30T11:25:06.115361+00:00,subscription fatigue,subscription_overload
at://did:plc:keb3hdd2o44qyfscq3mkyyhy/app.bsky.feed.post/3lhtug6pjs22b,"Today's reason for a  @baseballprospectus.com subscription: The third-time-through-the-order penalty for pitchers is well-established. The cause, though, is not. Is it batter familiarity? Is it pitcher fatigue? @srbrown70.bsky.social  has the data.",robmains.bsky.social,6,0,5,LEVEL_1_AWARE,2025-02-10T19:20:01.037Z,subscription fatigue,subscription_overload
at://did:plc:tgoycigyiunep7qs7p76bhqi/app.bsky.feed.post/3lcvqybxxzc27,the blight on society that is subscription fatigue,birdribsart.bsky.social,1,0,0,LEVEL_1_AWARE,2024-12-09T22:17:55.585Z,subscription fatigue,subscription_overload
at://did:plc:rjdlylhhztdjlsqfnr2zu7gh/app.bsky.feed.post/3lsmbyget422j,Oh the irony of clicking on an article about subscription fatigue only to be met with a demand to subscribe if I want to continue reading.,abcreative.bsky.social,11,0,1,LEVEL_1_AWARE,2025-06-27T18:38:42.473Z,subscription fatigue,subscription_overload
at://did:plc:u47l3mwlhz36fkom6xj3x7yp/app.bsky.feed.post/3lpowerzj6j2e,"Becoming more and more convinced that annualized seat based pricing is the root of all subscription evil and is what is leading to so much fatigue from b2b users. 

If the AI workforce comes to be, this pricing will be even more obsolete.",lizgiorgi.bsky.social,0,0,0,LEVEL_1_AWARE,2025-05-21T15:33:16.594Z,subscription fatigue,subscription_overload
at://did:plc:vbg5wco7bqudle7o2et5vwqq/app.bsky.feed.post/3m6g5cio5ic26,Wild to see @cnn.com pull out of Apple News when bundled access is the only way I’d even glance at their paywalled content in 2025. CNN isn’t what it was in the 90s or early 2000s. Nobody I know would pay for it alone. Subscription fatigue is real.,tylerwoodward.me,1,0,0,LEVEL_1_AWARE,2025-11-25T01:01:12.812Z,subscription fatigue,subscription_overload
at://did:plc:e67lrh56jiigddgc3twnjqjt/app.bsky.feed.post/3m3tjsnsvgv2g,"Jellyfin: Reclaim Your Media

Tired of streaming service subscription fatigue and content disappearing? Discover Jellyfin Media Server - your personal Netflix that puts you in control. Enjoy DRM-free access to *your* movies and shows, anytime, anywhere. Reclaim your entertainment!",bytetrending.bsky.social,0,0,0,LEVEL_1_AWARE,2025-10-23T04:34:00Z,subscription fatigue,subscription_overload
at://did:plc:lewml7lzulh4hkjfyb25orfw/app.bsky.feed.post/3lt3mg4nx2c2l,I actually did try out a factor subscription early in my pregnancy when the fatigue was rough and I didn't have energy to cook. The food was fine but they were not filling enough for me so there wasn't much of a point to continue using it. I guess someone could use it if they don't eat a lot 🤷‍♀️,ladycyndaquil.bsky.social,1,0,0,LEVEL_1_AWARE,2025-07-03T20:55:15.541Z,subscription fatigue,subscription_overload
